x,y,z,t,resultant
4.291875,-4.5984375,7.51078125,1348.0,9.79681853676911
3.83203125,-4.75171875,7.51078125,1348.03125,9.678591300671275
4.13859375,-4.75171875,7.3575,1348.0625,9.687083955279867
4.13859375,-4.5984375,7.3575,1348.09375,9.612824346618703
4.291875,-4.5984375,7.51078125,1348.125,9.79681853676911
3.9853125,-4.75171875,7.3575,1348.15625,9.622595962200524
3.9853125,-4.75171875,7.3575,1348.1875,9.622595962200524
4.291875,-4.75171875,7.3575,1348.21875,9.753554651752692
4.291875,-4.75171875,7.51078125,1348.25,9.869693869623218
4.13859375,-4.75171875,7.3575,1348.28125,9.687083955279867
4.13859375,-4.75171875,7.3575,1348.3125,9.687083955279867
4.13859375,-4.75171875,7.3575,1348.34375,9.687083955279867
4.13859375,-4.5984375,7.3575,1348.375,9.612824346618703
4.13859375,-4.75171875,7.3575,1348.40625,9.687083955279867
4.13859375,-4.75171875,7.3575,1348.4375,9.687083955279867
4.13859375,-4.75171875,7.3575,1348.46875,9.687083955279867
4.291875,-4.75171875,7.3575,1348.5,9.753554651752692
4.291875,-4.5984375,7.3575,1348.53125,9.679804993233658
4.13859375,-4.75171875,7.3575,1348.5625,9.687083955279867
4.13859375,-4.75171875,7.3575,1348.59375,9.687083955279867
4.291875,-4.75171875,7.3575,1348.625,9.753554651752692
4.291875,-4.5984375,7.3575,1348.65625,9.679804993233658
4.291875,-4.5984375,7.3575,1348.6875,9.679804993233658
4.13859375,-4.5984375,7.3575,1348.71875,9.612824346618703
4.291875,-4.5984375,7.3575,1348.75,9.679804993233658
4.13859375,-4.75171875,7.3575,1348.78125,9.687083955279867
4.13859375,-4.75171875,7.3575,1348.8125,9.687083955279867
4.13859375,-4.5984375,7.3575,1348.84375,9.612824346618703
4.291875,-4.75171875,7.204218750000001,1348.875,9.638453708587189
4.291875,-4.905,7.204218750000001,1348.90625,9.714936119886563
4.44515625,-4.75171875,7.3575,1348.9375,9.821967797545236
4.13859375,-4.5984375,7.51078125,1348.96875,9.73064338336869
3.5254687500000004,-4.905,7.51078125,1349.0,9.638453708587189
6.591093750000001,-4.291875,8.58375,1349.03125,11.642313855046774
6.284531250000001,-4.291875,9.196875,1349.0625,11.937254031538266
1.22625,-2.4525,7.6640625,1349.09375,8.139797252782545
0.613125,-4.291875,7.050937500000001,1349.125,8.277187500000002
3.0656250000000003,-4.291875,7.204218750000001,1349.15625,8.928550579691061
2.60578125,-5.05828125,6.744375000000001,1349.1875,8.823995652060248
2.60578125,-5.2115625,7.050937500000001,1349.21875,9.14692293851676
2.60578125,-5.05828125,6.744375000000001,1349.25,8.823995652060248
3.0656250000000003,-5.05828125,6.437812500000001,1349.28125,8.742407885124258
4.13859375,-4.75171875,7.204218750000001,1349.3125,9.571183683562458
6.437812500000001,-6.897656250000001,7.51078125,1349.34375,12.059640397361436
2.9123437500000002,-4.5984375,7.204218750000001,1349.375,9.029293513748565
3.3721875000000003,-4.75171875,8.123906250000001,1349.40625,9.997416284873152
2.7590625,-4.5984375,7.81734375,1349.4375,9.479921762650605
4.13859375,-4.5984375,7.51078125,1349.46875,9.73064338336869
3.9853125,-4.905,7.51078125,1349.5,9.815985722687651
3.9853125,-4.905,7.51078125,1349.53125,9.815985722687651
3.83203125,-4.75171875,7.51078125,1349.5625,9.678591300671275
3.83203125,-5.05828125,7.51078125,1349.59375,9.832726361006376
3.9853125,-4.75171875,7.3575,1349.625,9.622595962200524
3.9853125,-4.905,7.3575,1349.65625,9.699203419490502
3.9853125,-4.75171875,7.51078125,1349.6875,9.740296801797642
3.9853125,-4.905,7.3575,1349.71875,9.699203419490502
3.9853125,-4.905,7.3575,1349.75,9.699203419490502
3.9853125,-4.905,7.3575,1349.78125,9.699203419490502
3.9853125,-4.75171875,7.3575,1349.8125,9.622595962200524
3.9853125,-4.75171875,7.3575,1349.84375,9.622595962200524
3.9853125,-4.905,7.3575,1349.875,9.699203419490502
4.13859375,-4.75171875,7.3575,1349.90625,9.687083955279867
3.9853125,-4.905,7.3575,1349.9375,9.699203419490502
4.13859375,-4.75171875,7.3575,1349.96875,9.687083955279867
3.9853125,-4.75171875,7.3575,1350.0,9.622595962200524
3.9853125,-4.905,7.3575,1350.03125,9.699203419490502
3.9853125,-4.75171875,7.3575,1350.0625,9.622595962200524
4.13859375,-4.905,7.3575,1350.09375,9.763185416529744
3.9853125,-4.905,7.3575,1350.125,9.699203419490502
3.9853125,-4.75171875,7.3575,1350.15625,9.622595962200524
3.9853125,-4.905,7.3575,1350.1875,9.699203419490502
4.13859375,-4.905,7.3575,1350.21875,9.763185416529744
3.9853125,-4.905,7.51078125,1350.25,9.815985722687651
4.13859375,-4.75171875,7.3575,1350.28125,9.687083955279867
4.13859375,-4.75171875,7.3575,1350.3125,9.687083955279867
3.9853125,-4.75171875,7.51078125,1350.34375,9.740296801797642
3.9853125,-4.75171875,7.51078125,1350.375,9.740296801797642
4.13859375,-4.905,7.3575,1350.40625,9.763185416529744
3.9853125,-4.75171875,7.51078125,1350.4375,9.740296801797642
3.83203125,-4.75171875,7.3575,1350.46875,9.560130795657459
3.9853125,-4.75171875,7.3575,1350.5,9.622595962200524
4.13859375,-4.905,7.3575,1350.53125,9.763185416529744
3.83203125,-4.75171875,7.3575,1350.5625,9.560130795657459
3.9853125,-4.905,7.51078125,1350.59375,9.815985722687651
4.13859375,-4.75171875,7.3575,1350.625,9.687083955279867
