x,y,z,t,resultant
8.737031250000001,-4.13859375,1.5328125000000001,1032.0,9.788421090818064
8.737031250000001,-4.13859375,1.5328125000000001,1032.03125,9.788421090818064
8.737031250000001,-4.13859375,1.5328125000000001,1032.0625,9.788421090818064
8.8903125,-3.9853125,1.5328125000000001,1032.09375,9.862549682027906
8.737031250000001,-4.13859375,1.5328125000000001,1032.125,9.788421090818064
8.737031250000001,-4.13859375,1.5328125000000001,1032.15625,9.788421090818064
8.737031250000001,-4.13859375,1.5328125000000001,1032.1875,9.788421090818064
8.737031250000001,-4.13859375,1.5328125000000001,1032.21875,9.788421090818064
8.737031250000001,-3.9853125,1.6860937500000002,1032.25,9.749940662379535
8.737031250000001,-3.9853125,1.5328125000000001,1032.28125,9.724605130610142
8.8903125,-3.9853125,1.37953125,1032.3125,9.839892201647286
8.737031250000001,-3.9853125,1.5328125000000001,1032.34375,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1032.375,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1032.40625,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1032.4375,9.862549682027906
8.8903125,-4.13859375,1.5328125000000001,1032.46875,9.925478766052123
8.8903125,-3.9853125,1.5328125000000001,1032.5,9.862549682027906
8.737031250000001,-3.9853125,1.5328125000000001,1032.53125,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1032.5625,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1032.59375,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1032.625,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1032.65625,9.724605130610142
8.8903125,-3.9853125,1.37953125,1032.6875,9.839892201647286
8.737031250000001,-3.9853125,1.37953125,1032.71875,9.70162549554761
8.737031250000001,-3.9853125,1.5328125000000001,1032.75,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1032.78125,9.862549682027906
8.737031250000001,-3.9853125,1.5328125000000001,1032.8125,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1032.84375,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1032.875,9.862549682027906
8.8903125,-4.13859375,1.5328125000000001,1032.90625,9.925478766052123
8.8903125,-3.9853125,1.5328125000000001,1032.9375,9.862549682027906
8.737031250000001,-3.9853125,1.5328125000000001,1032.96875,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.0,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.03125,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.0625,9.724605130610142
8.8903125,-4.13859375,1.5328125000000001,1033.09375,9.925478766052123
8.8903125,-4.13859375,1.5328125000000001,1033.125,9.925478766052123
8.737031250000001,-3.9853125,1.5328125000000001,1033.15625,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.1875,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.21875,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.25,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.28125,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.3125,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1033.34375,9.862549682027906
8.8903125,-3.9853125,1.5328125000000001,1033.375,9.862549682027906
8.8903125,-3.9853125,1.5328125000000001,1033.40625,9.862549682027906
8.737031250000001,-3.9853125,1.5328125000000001,1033.4375,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1033.46875,9.862549682027906
8.737031250000001,-3.9853125,1.5328125000000001,1033.5,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.53125,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.5625,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1033.59375,9.862549682027906
8.8903125,-3.9853125,1.5328125000000001,1033.625,9.862549682027906
8.8903125,-3.9853125,1.5328125000000001,1033.65625,9.862549682027906
8.737031250000001,-3.83203125,1.5328125000000001,1033.6875,9.66279942483592
8.8903125,-3.9853125,1.5328125000000001,1033.71875,9.862549682027906
8.8903125,-3.9853125,1.5328125000000001,1033.75,9.862549682027906
8.8903125,-3.9853125,1.5328125000000001,1033.78125,9.862549682027906
8.8903125,-3.83203125,1.5328125000000001,1033.8125,9.801613847157471
8.8903125,-3.9853125,1.5328125000000001,1033.84375,9.862549682027906
8.8903125,-3.9853125,1.5328125000000001,1033.875,9.862549682027906
8.737031250000001,-3.9853125,1.5328125000000001,1033.90625,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.9375,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1033.96875,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1034.0,9.862549682027906
8.737031250000001,-3.9853125,1.5328125000000001,1034.03125,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1034.0625,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1034.09375,9.862549682027906
8.737031250000001,-3.9853125,1.5328125000000001,1034.125,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1034.15625,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1034.1875,9.862549682027906
8.8903125,-3.9853125,1.5328125000000001,1034.21875,9.862549682027906
8.737031250000001,-3.9853125,1.5328125000000001,1034.25,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1034.28125,9.862549682027906
8.8903125,-3.9853125,1.5328125000000001,1034.3125,9.862549682027906
8.737031250000001,-4.13859375,1.6860937500000002,1034.34375,9.813591871725903
8.737031250000001,-3.9853125,1.5328125000000001,1034.375,9.724605130610142
8.737031250000001,-4.13859375,1.5328125000000001,1034.40625,9.788421090818064
8.737031250000001,-3.9853125,1.5328125000000001,1034.4375,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1034.46875,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1034.5,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1034.53125,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1034.5625,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1034.59375,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1034.625,9.724605130610142
8.737031250000001,-4.13859375,1.5328125000000001,1034.65625,9.788421090818064
8.737031250000001,-3.9853125,1.5328125000000001,1034.6875,9.724605130610142
8.8903125,-3.9853125,1.5328125000000001,1034.71875,9.862549682027906
8.737031250000001,-3.9853125,1.5328125000000001,1034.75,9.724605130610142
8.737031250000001,-4.13859375,1.6860937500000002,1034.78125,9.813591871725903
8.737031250000001,-3.9853125,1.5328125000000001,1034.8125,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1034.84375,9.724605130610142
8.737031250000001,-3.9853125,1.5328125000000001,1034.875,9.724605130610142
8.737031250000001,-4.13859375,1.5328125000000001,1034.90625,9.788421090818064
8.737031250000001,-4.13859375,1.5328125000000001,1034.9375,9.788421090818064
8.737031250000001,-3.9853125,1.5328125000000001,1034.96875,9.724605130610142
8.737031250000001,-4.13859375,1.5328125000000001,1035.0,9.788421090818064
8.737031250000001,-4.13859375,1.5328125000000001,1035.03125,9.788421090818064
8.737031250000001,-4.13859375,1.5328125000000001,1035.0625,9.788421090818064
8.737031250000001,-4.13859375,1.5328125000000001,1035.09375,9.788421090818064
