1623609318.000000, IBI
29.046875,0.390625
31.500000,0.453125
108.390625,0.437500
108.703125,0.312500
159.312500,0.390625
159.796875,0.484375
271.062500,0.375000
294.968750,0.359375
295.359375,0.390625
305.343750,0.609375
305.875000,0.531250
341.078125,0.328125
341.406250,0.328125
354.921875,0.343750
416.125000,0.390625
464.812500,0.562500
565.140625,0.625000
565.890625,0.750000
566.734375,0.843750
571.312500,0.609375
571.796875,0.484375
572.421875,0.625000
572.875000,0.453125
573.468750,0.593750
591.812500,0.578125
601.968750,0.390625
602.359375,0.390625
602.718750,0.359375
606.218750,0.484375
606.734375,0.515625
607.265625,0.531250
607.734375,0.468750
632.609375,0.546875
655.937500,0.468750
670.109375,0.484375
863.859375,0.359375
864.218750,0.359375
891.453125,0.343750
908.640625,0.343750
959.390625,0.468750
959.890625,0.500000
960.546875,0.656250
961.218750,0.671875
961.890625,0.671875
1064.890625,0.390625
1121.250000,0.531250
1193.281250,0.359375
1193.703125,0.421875
1226.250000,0.546875
1226.921875,0.671875
1232.265625,0.546875
1232.812500,0.546875
1233.406250,0.593750
1233.906250,0.500000
1262.828125,0.546875
1264.859375,0.359375
1276.109375,0.609375
1282.156250,0.484375
1282.718750,0.562500
1283.406250,0.687500
1294.109375,0.640625
1294.640625,0.531250
1295.328125,0.687500
1376.031250,0.468750
1396.609375,0.531250
1397.187500,0.578125
1513.218750,0.312500
1526.281250,0.375000
1537.312500,0.593750
1537.937500,0.625000
1543.671875,0.421875
1544.031250,0.359375
1544.500000,0.468750
1544.906250,0.406250
1545.359375,0.453125
1545.750000,0.390625
1548.125000,0.484375
1548.578125,0.453125
1549.109375,0.531250
1549.562500,0.453125
1550.093750,0.531250
1550.593750,0.500000
1551.062500,0.468750
1551.656250,0.593750
1552.140625,0.484375
1615.828125,0.343750
1731.593750,0.359375
1825.718750,0.453125
1826.156250,0.437500
1826.671875,0.515625
1884.000000,0.593750
1927.328125,0.578125
1934.906250,0.390625
1935.437500,0.531250
1944.562500,0.546875
1945.234375,0.671875
1951.921875,0.406250
1961.156250,0.562500
1961.593750,0.437500
1976.593750,0.625000
1977.203125,0.609375
1977.843750,0.640625
1984.531250,0.359375
2075.750000,0.390625
2100.015625,0.375000
2106.109375,0.328125
2106.515625,0.406250
2106.906250,0.390625
2178.078125,0.484375
2194.640625,0.625000
2205.625000,0.609375
2275.171875,0.328125
2275.531250,0.359375
2377.906250,0.390625
2378.312500,0.406250
2439.093750,0.390625
2443.890625,0.359375
2444.343750,0.453125
2444.765625,0.421875
2483.578125,0.359375
2551.609375,0.375000
2654.921875,0.312500
2698.546875,0.718750
2729.390625,0.437500
2747.687500,0.437500
2748.156250,0.468750
2748.687500,0.531250
2749.328125,0.640625
2773.484375,0.531250
2804.562500,0.453125
2809.000000,0.640625
2809.562500,0.562500
2811.812500,0.359375
2812.281250,0.468750
2838.734375,0.343750
2844.343750,0.375000
2889.843750,0.671875
2890.484375,0.640625
2891.000000,0.515625
2939.500000,0.578125
3058.078125,0.484375
3058.671875,0.593750
3059.328125,0.656250
3059.937500,0.609375
3082.953125,0.468750
3128.687500,0.359375
3263.203125,0.375000
3294.437500,0.390625
3322.828125,0.421875
3323.234375,0.406250
3323.546875,0.312500
3323.984375,0.437500
3324.328125,0.343750
3324.656250,0.328125
3325.078125,0.421875
3353.750000,0.359375
3363.031250,0.531250
3379.171875,0.375000
3379.562500,0.390625
3431.312500,0.468750
3435.203125,0.406250
3453.671875,0.406250
3485.578125,0.375000
3485.906250,0.328125
3517.921875,0.750000
3572.890625,0.593750
3599.218750,0.500000
3599.703125,0.484375
3609.953125,0.531250
3610.546875,0.593750
3611.250000,0.703125
3611.890625,0.640625
3626.953125,0.406250
3661.390625,0.375000
3661.906250,0.515625
3664.937500,0.546875
3814.437500,0.359375
3814.906250,0.468750
3836.625000,0.578125
3837.203125,0.578125
