x,y,z,t,resultant
-7.51078125,-6.591093750000001,-0.45984375,9018.0,10.003289862892842
-7.51078125,-6.591093750000001,-0.3065625,9018.03125,9.997416284873152
-7.51078125,-6.437812500000001,-0.3065625,9018.0625,9.89703214791758
-7.51078125,-6.437812500000001,-0.3065625,9018.09375,9.89703214791758
-7.51078125,-6.591093750000001,-0.45984375,9018.125,10.003289862892842
-7.6640625,-6.591093750000001,-0.45984375,9018.15625,10.118884676663203
-7.51078125,-6.591093750000001,-0.45984375,9018.1875,10.003289862892842
-7.51078125,-6.437812500000001,-0.3065625,9018.21875,9.89703214791758
-7.51078125,-6.591093750000001,-0.45984375,9018.25,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.28125,10.003289862892842
-7.6640625,-6.591093750000001,-0.45984375,9018.3125,10.118884676663203
-7.51078125,-6.591093750000001,-0.45984375,9018.34375,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.375,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.40625,10.003289862892842
-7.3575,-6.591093750000001,-0.45984375,9018.4375,9.888719803174885
-7.51078125,-6.591093750000001,-0.45984375,9018.46875,10.003289862892842
-7.51078125,-6.591093750000001,-0.3065625,9018.5,9.997416284873152
-7.51078125,-6.591093750000001,-0.45984375,9018.53125,10.003289862892842
-7.51078125,-6.591093750000001,-0.3065625,9018.5625,9.997416284873152
-7.3575,-6.591093750000001,-0.3065625,9018.59375,9.882778133586491
-7.3575,-6.591093750000001,-0.45984375,9018.625,9.888719803174885
-7.51078125,-6.591093750000001,-0.45984375,9018.65625,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.6875,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.71875,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.75,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.78125,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.8125,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.84375,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.875,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.90625,10.003289862892842
-7.51078125,-6.591093750000001,-0.45984375,9018.9375,10.003289862892842
