1647537710.000000, 1647537710.000000, 1647537710.000000
32.000000, 32.000000, 32.000000
29,-31,45
30,-32,45
30,-32,45
30,-32,45
29,-32,45
30,-32,45
30,-32,45
30,-32,45
30,-32,45
30,-32,45
30,-32,45
30,-32,45
29,-31,45
30,-31,45
30,-32,45
30,-32,45
29,-32,45
30,-32,45
30,-32,45
30,-32,45
29,-31,45
31,-32,45
30,-34,49
26,-31,52
30,-27,49
32,-22,51
31,-23,44
32,-24,42
28,-24,37
37,-29,38
41,-31,39
44,-37,40
42,-35,40
40,-35,34
34,-34,33
36,-37,33
32,-34,37
16,-27,39
20,-20,39
38,-24,39
57,-39,56
38,-33,40
19,-32,20
51,-35,51
37,-37,30
41,-49,27
34,-49,26
20,-52,24
15,-60,12
13,-76,0
34,-93,21
24,-106,7
23,-119,-27
23,-93,-22
19,-72,-16
7,-41,-10
1,-29,-11
10,-28,-11
10,-22,-6
8,-26,-1
6,-34,-5
7,-39,-11
13,-47,-12
16,-58,-9
17,-63,-3
13,-66,-1
13,-69,1
14,-75,-1
21,-79,-2
30,-77,-4
37,-70,-4
25,-78,-20
12,-75,-23
10,-66,-19
8,-45,-8
9,-39,-4
12,-37,-4
14,-43,-7
15,-48,-7
15,-60,-8
16,-66,-8
13,-73,-13
11,-72,-12
9,-70,-5
7,-71,-3
9,-73,-6
19,-69,-4
23,-66,1
26,-66,6
18,-65,0
14,-60,-1
13,-47,0
14,-43,1
16,-47,-1
17,-49,1
22,-54,2
24,-52,5
23,-48,4
24,-51,5
23,-59,2
26,-81,-4
26,-89,-7
26,-85,-5
21,-71,-7
19,-74,-8
17,-80,-11
17,-75,-11
15,-57,-8
12,-45,-5
12,-44,-4
11,-47,-5
9,-47,-6
10,-46,-5
11,-47,-5
9,-56,-3
8,-63,-11
9,-59,-9
14,-70,1
15,-83,-3
24,-79,-3
27,-67,9
24,-70,10
11,-76,-5
7,-72,-6
10,-55,0
13,-51,0
17,-47,0
19,-49,-1
20,-51,-1
20,-54,-1
19,-54,-1
20,-54,2
22,-62,4
22,-67,4
18,-67,-2
15,-73,-5
21,-98,-3
17,-84,-9
13,-77,-9
6,-76,-9
4,-74,-12
5,-63,-7
6,-60,-3
2,-57,-5
3,-57,-6
4,-58,-5
2,-56,-10
3,-54,-11
4,-54,-14
6,-56,-18
15,-58,-24
20,-59,-24
23,-70,-24
30,-82,-34
35,-74,-34
38,-56,-21
33,-46,-12
29,-46,-8
19,-51,-17
19,-55,-20
27,-62,-21
28,-64,-20
31,-59,-12
29,-56,-8
28,-56,-7
29,-55,-8
29,-54,-9
29,-54,-8
32,-55,-5
33,-54,-4
34,-68,-6
38,-79,-5
43,-72,0
39,-70,1
25,-69,-1
17,-69,-4
12,-67,-7
14,-57,-2
14,-54,-1
15,-50,-2
16,-51,-2
15,-52,-4
14,-54,-6
13,-58,-6
12,-72,-10
11,-76,-14
10,-79,-15
9,-71,-9
8,-74,-10
10,-68,-6
12,-66,-3
16,-70,0
12,-72,-1
11,-69,0
8,-54,4
9,-48,4
12,-43,4
12,-43,2
16,-45,0
21,-51,2
19,-53,1
17,-57,-1
18,-64,-1
20,-72,-4
19,-71,-5
24,-75,-5
