,x,y,z,t
277986,-5.05828125,-2.29921875,7.81734375,8687.0
277987,-4.905,-2.29921875,7.81734375,8687.03125
277988,-5.8246875000000005,-2.29921875,8.123906250000001,8687.0625
277989,-4.905,-2.7590625,8.2771875,8687.09375
277990,-4.291875,-3.2189062500000003,7.81734375,8687.125
277991,-4.44515625,-3.83203125,7.3575,8687.15625
277992,-4.5984375,-4.13859375,7.3575,8687.1875
277993,-3.9853125,-4.13859375,7.81734375,8687.21875
277994,-4.13859375,-3.67875,7.51078125,8687.25
277995,-4.44515625,-3.0656250000000003,8.2771875,8687.28125
277996,-4.75171875,-2.7590625,8.430468750000001,8687.3125
277997,-4.5984375,-2.7590625,8.123906250000001,8687.34375
277998,-4.5984375,-2.60578125,7.6640625,8687.375
277999,-4.75171875,-2.60578125,7.6640625,8687.40625
278000,-4.291875,-3.0656250000000003,7.6640625,8687.4375
278001,-4.291875,-3.67875,7.970625,8687.46875
278002,-3.9853125,-3.83203125,7.970625,8687.5
278003,-3.9853125,-3.67875,8.430468750000001,8687.53125
278004,-4.13859375,-3.2189062500000003,8.2771875,8687.5625
278005,-4.291875,-2.9123437500000002,7.81734375,8687.59375
278006,-4.75171875,-3.2189062500000003,7.51078125,8687.625
278007,-4.44515625,-3.3721875000000003,7.51078125,8687.65625
278008,-4.44515625,-3.3721875000000003,7.51078125,8687.6875
278009,-4.44515625,-3.3721875000000003,7.6640625,8687.71875
278010,-4.13859375,-3.3721875000000003,7.970625,8687.75
278011,-3.83203125,-2.9123437500000002,7.970625,8687.78125
278012,-4.5984375,-2.7590625,7.970625,8687.8125
278013,-5.2115625,-2.60578125,7.970625,8687.84375
278014,-5.2115625,-2.60578125,7.970625,8687.875
278015,-4.44515625,-3.0656250000000003,8.430468750000001,8687.90625
278016,-4.75171875,-2.4525,7.970625,8687.9375
278017,-5.05828125,-2.1459375,7.6640625,8687.96875
278018,-5.36484375,-2.4525,7.970625,8688.0
278019,-4.75171875,-2.7590625,7.970625,8688.03125
278020,-4.905,-3.5254687500000004,7.81734375,8688.0625
278021,-4.5984375,-3.67875,7.050937500000001,8688.09375
278022,-5.36484375,-3.83203125,6.437812500000001,8688.125
278023,-5.67140625,-3.0656250000000003,6.284531250000001,8688.15625
278024,-5.518125,-3.0656250000000003,7.050937500000001,8688.1875
278025,-5.36484375,-3.0656250000000003,8.123906250000001,8688.21875
278026,-4.13859375,-3.3721875000000003,8.430468750000001,8688.25
278027,-4.905,-3.3721875000000003,8.2771875,8688.28125
278028,-5.67140625,-2.9123437500000002,7.3575,8688.3125
278029,-5.518125,-2.9123437500000002,7.050937500000001,8688.34375
278030,-5.05828125,-3.3721875000000003,7.204218750000001,8688.375
278031,-5.05828125,-3.5254687500000004,7.204218750000001,8688.40625
278032,-5.2115625,-3.5254687500000004,7.204218750000001,8688.4375
278033,-5.518125,-3.3721875000000003,7.050937500000001,8688.46875
278034,-5.67140625,-3.2189062500000003,7.050937500000001,8688.5
278035,-5.36484375,-3.0656250000000003,7.3575,8688.53125
278036,-5.05828125,-2.9123437500000002,7.51078125,8688.5625
278037,-5.36484375,-2.7590625,7.3575,8688.59375
278038,-5.518125,-2.7590625,7.3575,8688.625
278039,-5.36484375,-2.7590625,7.3575,8688.65625
278040,-5.36484375,-2.7590625,7.51078125,8688.6875
278041,-5.2115625,-2.7590625,7.6640625,8688.71875
278042,-5.05828125,-2.7590625,7.81734375,8688.75
278043,-4.75171875,-2.60578125,8.123906250000001,8688.78125
278044,-4.75171875,-2.60578125,8.123906250000001,8688.8125
278045,-4.75171875,-2.1459375,7.970625,8688.84375
278046,-4.905,-1.6860937500000002,8.123906250000001,8688.875
278047,-4.905,-1.99265625,8.2771875,8688.90625
278048,-4.291875,-1.839375,8.430468750000001,8688.9375
278049,-4.291875,-2.1459375,8.430468750000001,8688.96875
278050,-4.13859375,-2.7590625,7.970625,8689.0
278051,-3.83203125,-3.3721875000000003,7.51078125,8689.03125
278052,-4.13859375,-3.5254687500000004,7.3575,8689.0625
278053,-3.9853125,-3.83203125,7.81734375,8689.09375
278054,-3.9853125,-3.5254687500000004,7.970625,8689.125
278055,-3.9853125,-3.0656250000000003,8.123906250000001,8689.15625
278056,-3.9853125,-2.29921875,8.430468750000001,8689.1875
278057,-4.13859375,-2.1459375,8.58375,8689.21875
278058,-4.291875,-2.4525,8.737031250000001,8689.25
278059,-3.67875,-2.7590625,8.58375,8689.28125
278060,-3.67875,-2.9123437500000002,7.970625,8689.3125
278061,-4.291875,-3.0656250000000003,7.6640625,8689.34375
278062,-4.13859375,-3.2189062500000003,7.81734375,8689.375
278063,-4.291875,-3.3721875000000003,7.970625,8689.40625
278064,-4.5984375,-3.5254687500000004,7.81734375,8689.4375
278065,-4.291875,-3.5254687500000004,7.204218750000001,8689.46875
278066,-5.67140625,-3.2189062500000003,6.284531250000001,8689.5
278067,-5.67140625,-3.3721875000000003,6.284531250000001,8689.53125
278068,-5.2115625,-2.29921875,5.67140625,8689.5625
278069,-4.291875,-2.1459375,6.1312500000000005,8689.59375
278070,-3.2189062500000003,-2.1459375,7.3575,8689.625
278071,-1.839375,-2.29921875,8.2771875,8689.65625
278072,-1.839375,-2.29921875,8.430468750000001,8689.6875
278073,-2.4525,-3.2189062500000003,9.5034375,8689.71875
278074,-2.29921875,-3.67875,9.5034375,8689.75
278075,-2.9123437500000002,-5.05828125,7.81734375,8689.78125
278076,-4.905,-6.744375000000001,8.737031250000001,8689.8125
278077,-5.2115625,-7.51078125,9.350156250000001,8689.84375
278078,-4.75171875,-7.204218750000001,9.350156250000001,8689.875
278079,-3.67875,-6.1312500000000005,7.3575,8689.90625
278080,-3.3721875000000003,-5.8246875000000005,5.9779687500000005,8689.9375
278081,-3.83203125,-5.8246875000000005,5.05828125,8689.96875
278082,-4.291875,-5.8246875000000005,5.2115625,8690.0
278083,-4.905,-6.591093750000001,5.9779687500000005,8690.03125
278084,-4.905,-7.050937500000001,6.284531250000001,8690.0625
278085,-4.905,-6.897656250000001,6.1312500000000005,8690.09375
278086,-3.83203125,-6.437812500000001,5.2115625,8690.125
278087,-3.3721875000000003,-6.1312500000000005,4.5984375,8690.15625
278088,-2.9123437500000002,-5.8246875000000005,3.9853125,8690.1875
278089,-3.0656250000000003,-5.9779687500000005,3.9853125,8690.21875
278090,-3.3721875000000003,-6.284531250000001,4.13859375,8690.25
278091,-3.83203125,-7.050937500000001,4.13859375,8690.28125
278092,-3.83203125,-7.6640625,4.13859375,8690.3125
278093,-4.13859375,-9.043593750000001,4.13859375,8690.34375
278094,-4.13859375,-9.5034375,4.13859375,8690.375
278095,-3.3721875000000003,-8.8903125,4.13859375,8690.40625
278096,-2.60578125,-9.196875,4.13859375,8690.4375
278097,-2.9123437500000002,-9.81,4.13859375,8690.46875
278098,-2.7590625,-12.262500000000001,4.44515625,8690.5
278099,-2.4525,-12.569062500000001,4.5984375,8690.53125
278100,-2.29921875,-9.96328125,4.44515625,8690.5625
278101,-1.99265625,-7.81734375,3.5254687500000004,8690.59375
278102,-1.6860937500000002,-7.204218750000001,3.0656250000000003,8690.625
278103,-1.5328125000000001,-9.043593750000001,3.0656250000000003,8690.65625
278104,-1.6860937500000002,-10.1165625,3.0656250000000003,8690.6875
278105,-1.99265625,-11.3428125,3.0656250000000003,8690.71875
278106,-2.1459375,-9.196875,3.2189062500000003,8690.75
278107,-2.29921875,-8.2771875,3.2189062500000003,8690.78125
278108,-2.60578125,-7.204218750000001,3.3721875000000003,8690.8125
278109,-3.0656250000000003,-7.204218750000001,3.5254687500000004,8690.84375
278110,-3.0656250000000003,-7.970625,3.83203125,8690.875
278111,-3.0656250000000003,-8.737031250000001,4.13859375,8690.90625
278112,-2.7590625,-9.043593750000001,4.291875,8690.9375
278113,-2.29921875,-9.5034375,4.75171875,8690.96875
278114,-2.29921875,-9.5034375,4.905,8691.0
278115,-2.1459375,-8.8903125,4.75171875,8691.03125
278116,-1.839375,-8.430468750000001,4.291875,8691.0625
278117,-1.839375,-8.430468750000001,4.13859375,8691.09375
278118,-1.6860937500000002,-8.58375,3.9853125,8691.125
278119,-1.6860937500000002,-8.58375,3.9853125,8691.15625
278120,-1.99265625,-8.430468750000001,3.83203125,8691.1875
278121,-2.4525,-8.8903125,3.9853125,8691.21875
278122,-2.4525,-9.5034375,3.9853125,8691.25
278123,-2.9123437500000002,-9.350156250000001,3.83203125,8691.28125
278124,-2.9123437500000002,-10.423125,3.67875,8691.3125
278125,-2.9123437500000002,-11.3428125,3.5254687500000004,8691.34375
278126,-2.60578125,-9.5034375,2.9123437500000002,8691.375
278127,-2.4525,-8.58375,2.4525,8691.40625
278128,-1.99265625,-8.58375,2.29921875,8691.4375
278129,-1.6860937500000002,-9.350156250000001,2.1459375,8691.46875
278130,-1.6860937500000002,-10.423125,2.1459375,8691.5
278131,-2.1459375,-11.18953125,2.1459375,8691.53125
278132,-2.29921875,-11.49609375,2.1459375,8691.5625
278133,-2.4525,-10.26984375,2.1459375,8691.59375
278134,-2.29921875,-9.350156250000001,1.99265625,8691.625
278135,-1.839375,-8.58375,1.6860937500000002,8691.65625
278136,-2.1459375,-8.2771875,1.839375,8691.6875
278137,-2.1459375,-8.430468750000001,1.99265625,8691.71875
278138,-1.99265625,-8.737031250000001,2.1459375,8691.75
278139,-1.839375,-8.737031250000001,2.29921875,8691.78125
278140,-1.99265625,-8.737031250000001,2.7590625,8691.8125
278141,-1.839375,-8.430468750000001,3.2189062500000003,8691.84375
278142,-1.6860937500000002,-8.430468750000001,3.3721875000000003,8691.875
278143,-1.22625,-8.58375,3.5254687500000004,8691.90625
278144,-0.9196875,-8.737031250000001,3.67875,8691.9375
278145,-0.613125,-9.5034375,3.9853125,8691.96875
278146,-0.7664062500000001,-10.57640625,3.5254687500000004,8692.0
278147,-0.9196875,-11.49609375,3.2189062500000003,8692.03125
278148,-1.37953125,-11.649375000000001,2.7590625,8692.0625
278149,-1.99265625,-12.262500000000001,2.7590625,8692.09375
278150,-2.7590625,-13.795312500000001,2.1459375,8692.125
278151,-3.3721875000000003,-10.423125,1.99265625,8692.15625
278152,-3.3721875000000003,-8.737031250000001,2.1459375,8692.1875
278153,-3.83203125,-6.437812500000001,1.839375,8692.21875
278154,-3.9853125,-6.437812500000001,1.839375,8692.25
278155,-2.9123437500000002,-7.81734375,1.99265625,8692.28125
278156,-2.1459375,-9.5034375,2.4525,8692.3125
278157,-1.99265625,-11.03625,2.7590625,8692.34375
278158,-1.5328125000000001,-11.649375000000001,3.5254687500000004,8692.375
278159,-1.99265625,-9.81,3.83203125,8692.40625
278160,-2.4525,-7.970625,3.83203125,8692.4375
278161,-2.9123437500000002,-7.970625,3.67875,8692.46875
278162,-2.29921875,-7.970625,3.5254687500000004,8692.5
278163,-1.37953125,-8.123906250000001,3.9853125,8692.53125
278164,-1.5328125000000001,-8.430468750000001,4.13859375,8692.5625
278165,-2.60578125,-8.737031250000001,4.13859375,8692.59375
278166,-3.0656250000000003,-8.737031250000001,3.9853125,8692.625
