1624373594.000000, 1624373594.000000, 1624373594.000000
32.000000, 32.000000, 32.000000
-11,-62,33
-9,-64,37
-12,-64,33
-13,-63,29
-17,-63,20
-16,-65,21
-10,-73,28
-21,-69,21
-28,-66,21
-32,-60,21
-36,-59,15
-39,-53,13
-37,-58,-2
-46,-54,-8
-52,-47,-21
-59,-42,-24
-22,-40,-14
-25,-39,-24
-21,-35,-20
-29,-41,-30
-46,-38,-39
-22,-40,-25
-21,-47,-28
-21,-49,-28
-23,-53,-28
-24,-54,-32
-28,-48,-34
-20,-48,-39
-25,-48,-48
-26,-43,-50
-29,-42,-53
6,-56,-30
-14,-58,-44
-6,-58,-44
-3,-52,-39
-6,-47,-53
-15,-35,-65
-7,-43,-37
-9,-49,-28
-13,-38,-46
-12,-36,-44
-10,-42,-42
-4,-45,-46
-3,-43,-50
-6,-40,-54
-7,-40,-50
-4,-41,-49
-2,-38,-54
-1,-37,-55
-1,-38,-50
-1,-37,-51
-3,-36,-56
-5,-36,-52
-3,-37,-51
-1,-38,-55
-2,-39,-55
-4,-38,-53
-3,-37,-55
-2,-35,-57
-3,-36,-54
-3,-36,-52
-3,-37,-55
-4,-37,-54
-3,-37,-54
-1,-37,-55
-1,-38,-54
-2,-37,-53
-2,-37,-53
-1,-37,-53
0,-37,-54
0,-38,-53
0,-38,-53
-1,-38,-53
0,-39,-52
0,-38,-53
0,-38,-53
-1,-38,-53
-1,-38,-53
-1,-38,-53
-2,-38,-53
-1,-38,-53
-2,-37,-53
-1,-38,-53
-2,-38,-53
-2,-38,-53
-2,-38,-53
-3,-37,-53
-2,-37,-53
-2,-38,-53
-3,-38,-53
-2,-38,-54
-2,-37,-53
-1,-37,-53
-2,-37,-53
-2,-38,-53
-2,-37,-53
-2,-37,-53
-2,-37,-53
-2,-37,-53
-2,-37,-54
-2,-37,-53
-2,-37,-53
-1,-37,-53
-1,-37,-54
-2,-37,-53
-2,-38,-53
-3,-37,-54
-2,-37,-54
-3,-38,-54
-3,-37,-53
-4,-37,-53
-3,-37,-54
-3,-37,-54
-3,-37,-53
-3,-37,-53
-3,-37,-54
-3,-37,-53
-3,-37,-54
-2,-37,-53
-2,-37,-53
-2,-37,-53
-2,-37,-53
-2,-37,-52
-2,-37,-53
-2,-37,-53
-2,-37,-53
-1,-37,-53
-2,-37,-53
-2,-37,-54
-2,-37,-53
-2,-37,-54
-2,-37,-53
-2,-37,-53
-2,-37,-54
-2,-37,-54
-2,-37,-54
-3,-37,-54
-2,-37,-54
-2,-37,-54
-2,-37,-54
-3,-36,-53
-2,-37,-54
-2,-37,-54
-3,-37,-54
-3,-36,-53
-3,-37,-54
-3,-36,-54
-4,-37,-54
-3,-36,-54
-3,-37,-53
-3,-37,-54
-3,-37,-53
-3,-37,-54
-3,-36,-54
-3,-37,-54
-3,-37,-54
-3,-37,-53
-3,-36,-54
-3,-36,-54
-3,-37,-53
-3,-36,-53
-3,-37,-54
-3,-36,-54
-3,-36,-54
-3,-36,-54
-3,-37,-54
-4,-37,-54
-3,-36,-53
-3,-36,-54
-3,-37,-53
-3,-37,-53
-3,-36,-54
-3,-36,-54
-3,-36,-53
-3,-36,-53
-3,-36,-54
-3,-36,-54
-4,-36,-54
-4,-37,-53
-4,-36,-53
-4,-36,-54
-6,-41,-51
-11,-44,-46
-14,-47,-40
-22,-51,-26
-26,-49,-14
-43,-44,-6
-45,-39,-28
-21,-17,-48
-47,-23,-40
-35,-21,-38
-39,-30,-46
-49,-42,-45
-41,-47,-26
-41,-86,6
-49,-109,25
-59,-100,48
-41,-89,44
-12,-76,36
-7,-64,37
-10,-58,35
-16,-53,33
-20,-51,32
-21,-46,32
-22,-43,32
-22,-43,30
-16,-41,32
-16,-41,32
-21,-41,35
-21,-44,39
-20,-45,40
-22,-49,40
-26,-49,38
-34,-49,33
-34,-49,32
-31,-49,33
-25,-49,36
-25,-49,35
-24,-48,32
-24,-49,32
-26,-49,31
-26,-49,31
-25,-50,32
-24,-51,32
-24,-52,32
-25,-52,32
-26,-52,34
-26,-52,33
-25,-52,35
-23,-51,35
-24,-50,36
-27,-52,41
-28,-52,42
-30,-53,43
-40,-54,44
-44,-53,45
-46,-53,52
-50,-51,52
-55,-43,45
-68,-32,29
-79,-27,16
