,x,y,z,t
22498,-1.22625,-7.81734375,6.744375000000001,703.0
22499,-1.37953125,-7.81734375,7.3575,703.03125
22500,-1.6860937500000002,-7.51078125,6.284531250000001,703.0625
22501,-1.839375,-7.3575,5.67140625,703.09375
22502,-1.5328125000000001,-7.81734375,5.8246875000000005,703.125
22503,-0.45984375,-7.81734375,5.9779687500000005,703.15625
22504,-0.45984375,-7.81734375,5.518125,703.1875
22505,-0.9196875,-7.81734375,5.2115625,703.21875
22506,-1.22625,-7.81734375,5.8246875000000005,703.25
22507,-1.99265625,-7.81734375,7.050937500000001,703.28125
22508,-1.37953125,-7.3575,5.8246875000000005,703.3125
22509,-1.5328125000000001,-7.51078125,5.518125,703.34375
22510,-1.22625,-7.6640625,5.8246875000000005,703.375
22511,-1.22625,-7.81734375,5.8246875000000005,703.40625
22512,-1.07296875,-7.6640625,6.1312500000000005,703.4375
22513,-1.07296875,-7.81734375,5.8246875000000005,703.46875
22514,-1.22625,-7.6640625,5.8246875000000005,703.5
22515,-1.07296875,-7.81734375,6.1312500000000005,703.53125
22516,-1.07296875,-7.6640625,6.591093750000001,703.5625
22517,-1.5328125000000001,-7.51078125,6.437812500000001,703.59375
22518,-1.22625,-7.51078125,5.8246875000000005,703.625
22519,-0.9196875,-7.51078125,5.9779687500000005,703.65625
22520,-1.07296875,-7.6640625,5.9779687500000005,703.6875
22521,-1.22625,-7.6640625,5.9779687500000005,703.71875
22522,-1.07296875,-7.6640625,5.8246875000000005,703.75
22523,-0.9196875,-7.51078125,6.437812500000001,703.78125
22524,-0.7664062500000001,-7.51078125,6.437812500000001,703.8125
22525,-1.07296875,-7.51078125,6.437812500000001,703.84375
22526,-0.9196875,-7.51078125,6.284531250000001,703.875
22527,-1.07296875,-7.51078125,6.284531250000001,703.90625
22528,-0.9196875,-7.6640625,6.1312500000000005,703.9375
22529,-0.7664062500000001,-7.6640625,6.284531250000001,703.96875
22530,-0.7664062500000001,-7.3575,6.437812500000001,704.0
22531,-1.07296875,-7.3575,6.284531250000001,704.03125
22532,-0.7664062500000001,-7.51078125,6.437812500000001,704.0625
22533,-0.613125,-7.6640625,6.284531250000001,704.09375
22534,-0.7664062500000001,-7.51078125,6.1312500000000005,704.125
22535,-0.7664062500000001,-7.51078125,6.284531250000001,704.15625
22536,-0.7664062500000001,-7.3575,6.1312500000000005,704.1875
22537,-0.9196875,-7.6640625,5.9779687500000005,704.21875
22538,-0.613125,-7.51078125,6.1312500000000005,704.25
22539,-0.613125,-7.51078125,6.437812500000001,704.28125
22540,-0.9196875,-7.6640625,6.897656250000001,704.3125
22541,-0.9196875,-7.51078125,6.437812500000001,704.34375
22542,-0.9196875,-7.3575,5.67140625,704.375
22543,-0.9196875,-7.51078125,5.8246875000000005,704.40625
22544,-0.7664062500000001,-7.6640625,6.1312500000000005,704.4375
22545,-1.07296875,-7.6640625,6.1312500000000005,704.46875
22546,-1.07296875,-7.6640625,6.1312500000000005,704.5
22547,-0.9196875,-7.51078125,6.284531250000001,704.53125
22548,-0.7664062500000001,-7.3575,6.437812500000001,704.5625
22549,-0.9196875,-7.51078125,6.437812500000001,704.59375
22550,-0.7664062500000001,-7.6640625,6.284531250000001,704.625
22551,-0.613125,-7.6640625,6.1312500000000005,704.65625
22552,-0.9196875,-7.51078125,6.1312500000000005,704.6875
22553,-1.07296875,-7.51078125,6.437812500000001,704.71875
22554,-0.9196875,-7.3575,6.437812500000001,704.75
22555,-0.613125,-7.51078125,6.437812500000001,704.78125
22556,-0.7664062500000001,-7.3575,6.284531250000001,704.8125
22557,-0.7664062500000001,-7.51078125,6.284531250000001,704.84375
22558,-0.7664062500000001,-7.51078125,6.284531250000001,704.875
22559,-1.07296875,-7.51078125,5.9779687500000005,704.90625
22560,-0.9196875,-7.51078125,5.9779687500000005,704.9375
22561,-0.7664062500000001,-7.3575,6.1312500000000005,704.96875
22562,-0.7664062500000001,-7.51078125,6.744375000000001,705.0
22563,-1.07296875,-7.51078125,6.437812500000001,705.03125
22564,-1.22625,-7.51078125,6.1312500000000005,705.0625
22565,-1.07296875,-7.81734375,6.1312500000000005,705.09375
22566,-1.22625,-7.6640625,6.284531250000001,705.125
22567,-1.22625,-7.51078125,6.437812500000001,705.15625
22568,-1.22625,-7.3575,6.744375000000001,705.1875
22569,-1.839375,-7.51078125,6.744375000000001,705.21875
22570,-1.839375,-7.51078125,6.437812500000001,705.25
22571,-1.37953125,-7.51078125,6.437812500000001,705.28125
22572,-0.613125,-7.3575,6.437812500000001,705.3125
22573,-1.37953125,-7.204218750000001,6.1312500000000005,705.34375
22574,-1.37953125,-7.3575,5.67140625,705.375
22575,-0.613125,-7.970625,5.9779687500000005,705.40625
22576,-1.5328125000000001,-7.81734375,4.75171875,705.4375
22577,-1.22625,-7.204218750000001,5.518125,705.46875
22578,-0.15328125,-7.6640625,5.2115625,705.5
22579,-0.45984375,-8.2771875,4.44515625,705.53125
22580,-1.07296875,-7.970625,5.67140625,705.5625
22581,-0.3065625,-7.81734375,6.744375000000001,705.59375
22582,-0.45984375,-7.3575,6.897656250000001,705.625
22583,-1.07296875,-7.6640625,5.9779687500000005,705.65625
22584,-1.07296875,-7.51078125,5.67140625,705.6875
22585,-1.5328125000000001,-7.3575,6.284531250000001,705.71875
22586,-1.839375,-7.204218750000001,6.437812500000001,705.75
22587,-1.5328125000000001,-7.6640625,6.284531250000001,705.78125
22588,-0.9196875,-7.81734375,5.9779687500000005,705.8125
22589,-1.5328125000000001,-7.81734375,5.8246875000000005,705.84375
22590,-1.839375,-7.3575,6.284531250000001,705.875
22591,-1.6860937500000002,-7.3575,6.437812500000001,705.90625
22592,-1.6860937500000002,-7.51078125,6.284531250000001,705.9375
22593,-1.5328125000000001,-7.6640625,5.8246875000000005,705.96875
22594,-1.5328125000000001,-7.6640625,5.8246875000000005,706.0
22595,-1.5328125000000001,-7.6640625,6.1312500000000005,706.03125
22596,-1.5328125000000001,-7.51078125,6.284531250000001,706.0625
22597,-1.5328125000000001,-7.51078125,6.1312500000000005,706.09375
22598,-1.37953125,-7.6640625,5.9779687500000005,706.125
22599,-1.37953125,-7.6640625,5.9779687500000005,706.15625
22600,-1.5328125000000001,-7.6640625,5.9779687500000005,706.1875
22601,-1.5328125000000001,-7.6640625,6.1312500000000005,706.21875
22602,-1.22625,-7.6640625,6.1312500000000005,706.25
22603,-1.5328125000000001,-7.6640625,5.9779687500000005,706.28125
22604,-1.37953125,-7.51078125,6.1312500000000005,706.3125
22605,-1.5328125000000001,-7.51078125,6.1312500000000005,706.34375
22606,-1.6860937500000002,-7.51078125,6.1312500000000005,706.375
22607,-1.37953125,-7.6640625,5.9779687500000005,706.40625
22608,-1.5328125000000001,-7.6640625,5.9779687500000005,706.4375
22609,-1.5328125000000001,-7.6640625,5.9779687500000005,706.46875
22610,-1.37953125,-7.6640625,5.9779687500000005,706.5
22611,-1.37953125,-7.51078125,6.1312500000000005,706.53125
22612,-1.37953125,-7.6640625,6.1312500000000005,706.5625
22613,-1.5328125000000001,-7.81734375,6.1312500000000005,706.59375
22614,-1.5328125000000001,-7.6640625,6.1312500000000005,706.625
22615,-1.99265625,-7.204218750000001,5.9779687500000005,706.65625
22616,-1.6860937500000002,-7.51078125,5.9779687500000005,706.6875
22617,-0.613125,-7.51078125,6.284531250000001,706.71875
22618,-1.07296875,-7.6640625,6.284531250000001,706.75
22619,-1.5328125000000001,-7.51078125,6.284531250000001,706.78125
22620,-0.7664062500000001,-7.51078125,6.284531250000001,706.8125
22621,-0.7664062500000001,-7.6640625,6.284531250000001,706.84375
22622,-1.22625,-7.6640625,5.8246875000000005,706.875
22623,-1.5328125000000001,-7.51078125,5.8246875000000005,706.90625
22624,-1.6860937500000002,-7.3575,5.8246875000000005,706.9375
22625,-1.5328125000000001,-7.3575,6.437812500000001,706.96875
22626,-1.37953125,-7.6640625,6.591093750000001,707.0
22627,-0.7664062500000001,-7.51078125,6.437812500000001,707.03125
22628,-1.37953125,-7.51078125,5.8246875000000005,707.0625
22629,-1.37953125,-7.51078125,5.8246875000000005,707.09375
22630,-1.22625,-7.6640625,6.284531250000001,707.125
22631,-1.07296875,-7.6640625,6.437812500000001,707.15625
22632,-0.9196875,-7.51078125,5.9779687500000005,707.1875
22633,-1.07296875,-7.6640625,5.9779687500000005,707.21875
22634,-1.07296875,-7.6640625,5.9779687500000005,707.25
22635,-0.9196875,-7.51078125,6.1312500000000005,707.28125
22636,-0.7664062500000001,-7.6640625,6.1312500000000005,707.3125
22637,-0.9196875,-7.6640625,5.8246875000000005,707.34375
22638,-1.22625,-7.6640625,6.1312500000000005,707.375
22639,-1.37953125,-7.6640625,6.284531250000001,707.40625
22640,-1.22625,-7.51078125,6.437812500000001,707.4375
22641,-1.22625,-7.51078125,6.1312500000000005,707.46875
22642,-0.9196875,-7.6640625,5.9779687500000005,707.5
22643,-1.07296875,-7.6640625,5.9779687500000005,707.53125
22644,-1.07296875,-7.6640625,6.1312500000000005,707.5625
22645,-0.9196875,-7.6640625,6.284531250000001,707.59375
22646,-0.9196875,-7.6640625,6.1312500000000005,707.625
22647,-1.07296875,-7.6640625,5.9779687500000005,707.65625
22648,-1.07296875,-7.6640625,6.1312500000000005,707.6875
22649,-1.07296875,-7.51078125,6.1312500000000005,707.71875
22650,-0.9196875,-7.6640625,6.1312500000000005,707.75
22651,-0.9196875,-7.6640625,6.1312500000000005,707.78125
22652,-0.9196875,-7.6640625,5.9779687500000005,707.8125
22653,-1.07296875,-7.51078125,6.1312500000000005,707.84375
22654,-1.07296875,-7.6640625,6.284531250000001,707.875
22655,-0.9196875,-7.6640625,6.437812500000001,707.90625
22656,-1.07296875,-7.6640625,6.284531250000001,707.9375
22657,-1.07296875,-7.51078125,6.1312500000000005,707.96875
22658,-1.37953125,-7.6640625,6.1312500000000005,708.0
22659,-1.22625,-7.51078125,5.9779687500000005,708.03125
22660,-0.7664062500000001,-7.6640625,5.9779687500000005,708.0625
22661,-0.9196875,-7.6640625,6.1312500000000005,708.09375
22662,-1.22625,-7.6640625,6.437812500000001,708.125
22663,-0.613125,-7.51078125,6.284531250000001,708.15625
22664,-0.45984375,-7.6640625,5.8246875000000005,708.1875
22665,-0.7664062500000001,-7.6640625,5.8246875000000005,708.21875
22666,-0.7664062500000001,-7.6640625,5.518125,708.25
22667,-0.7664062500000001,-7.6640625,6.437812500000001,708.28125
22668,-0.9196875,-7.51078125,6.591093750000001,708.3125
22669,-1.07296875,-7.6640625,6.284531250000001,708.34375
22670,-1.22625,-7.6640625,5.8246875000000005,708.375
22671,-1.37953125,-7.51078125,5.8246875000000005,708.40625
22672,-1.5328125000000001,-7.3575,5.8246875000000005,708.4375
22673,-1.5328125000000001,-7.6640625,5.9779687500000005,708.46875
22674,-1.6860937500000002,-7.6640625,5.9779687500000005,708.5
22675,-1.07296875,-7.6640625,5.9779687500000005,708.53125
22676,-1.07296875,-7.6640625,6.1312500000000005,708.5625
22677,-1.5328125000000001,-7.3575,6.591093750000001,708.59375
22678,-1.22625,-7.51078125,6.437812500000001,708.625
22679,-1.22625,-7.51078125,6.284531250000001,708.65625
22680,-1.22625,-7.51078125,6.1312500000000005,708.6875
22681,-1.07296875,-7.51078125,6.284531250000001,708.71875
22682,-1.07296875,-7.6640625,6.1312500000000005,708.75
22683,-1.22625,-7.51078125,6.1312500000000005,708.78125
22684,-1.07296875,-7.51078125,6.1312500000000005,708.8125
22685,-1.22625,-7.6640625,6.284531250000001,708.84375
22686,-1.07296875,-7.51078125,6.284531250000001,708.875
22687,-1.6860937500000002,-7.6640625,5.9779687500000005,708.90625
22688,-0.9196875,-7.6640625,5.9779687500000005,708.9375
22689,-0.9196875,-7.6640625,5.9779687500000005,708.96875
22690,-1.37953125,-7.51078125,5.9779687500000005,709.0
22691,-1.37953125,-7.51078125,5.9779687500000005,709.03125
22692,-1.07296875,-7.51078125,5.9779687500000005,709.0625
22693,-1.37953125,-7.81734375,6.1312500000000005,709.09375
22694,-1.839375,-7.81734375,6.284531250000001,709.125
22695,-1.839375,-7.3575,6.1312500000000005,709.15625
22696,-1.37953125,-7.3575,6.1312500000000005,709.1875
22697,-1.5328125000000001,-7.51078125,5.9779687500000005,709.21875
22698,-1.99265625,-7.6640625,5.67140625,709.25
22699,-1.99265625,-7.6640625,5.8246875000000005,709.28125
22700,-1.22625,-7.6640625,6.1312500000000005,709.3125
22701,-1.22625,-7.6640625,6.1312500000000005,709.34375
22702,-1.6860937500000002,-7.51078125,5.9779687500000005,709.375
