,x,y,z,t
240738,-3.3721875000000003,-8.2771875,1.37953125,7523.0
240739,-3.0656250000000003,-8.430468750000001,1.5328125000000001,7523.03125
240740,-3.67875,-8.123906250000001,1.6860937500000002,7523.0625
240741,-3.9853125,-7.970625,1.5328125000000001,7523.09375
240742,-4.44515625,-8.8903125,1.6860937500000002,7523.125
240743,-3.9853125,-11.03625,1.839375,7523.15625
240744,-3.67875,-11.649375000000001,1.5328125000000001,7523.1875
240745,-3.2189062500000003,-11.49609375,1.99265625,7523.21875
240746,-3.3721875000000003,-12.262500000000001,1.839375,7523.25
240747,-4.44515625,-11.18953125,1.37953125,7523.28125
240748,-4.5984375,-6.897656250000001,0.7664062500000001,7523.3125
240749,-4.291875,-5.9779687500000005,0.45984375,7523.34375
240750,-3.9853125,-9.350156250000001,0.3065625,7523.375
240751,-3.9853125,-11.03625,0.45984375,7523.40625
240752,-3.2189062500000003,-12.10921875,0.613125,7523.4375
240753,-2.9123437500000002,-9.96328125,0.45984375,7523.46875
240754,-2.60578125,-9.043593750000001,0.3065625,7523.5
240755,-2.9123437500000002,-8.2771875,0.15328125,7523.53125
240756,-3.0656250000000003,-8.2771875,-0.15328125,7523.5625
240757,-3.3721875000000003,-8.430468750000001,-0.3065625,7523.59375
240758,-3.5254687500000004,-8.2771875,-0.15328125,7523.625
240759,-3.3721875000000003,-8.123906250000001,0.0,7523.65625
240760,-2.9123437500000002,-8.737031250000001,0.15328125,7523.6875
240761,-3.0656250000000003,-10.57640625,0.45984375,7523.71875
240762,-2.9123437500000002,-10.7296875,0.613125,7523.75
240763,-3.2189062500000003,-11.18953125,1.07296875,7523.78125
240764,-3.83203125,-13.02890625,0.9196875,7523.8125
240765,-3.67875,-13.33546875,1.22625,7523.84375
240766,-3.67875,-10.88296875,1.5328125000000001,7523.875
240767,-3.3721875000000003,-5.36484375,2.29921875,7523.90625
240768,-2.7590625,-7.050937500000001,1.99265625,7523.9375
240769,-3.0656250000000003,-9.81,1.5328125000000001,7523.96875
240770,-2.29921875,-11.3428125,1.5328125000000001,7524.0
240771,-2.4525,-9.5034375,1.6860937500000002,7524.03125
240772,-3.9853125,-7.050937500000001,1.5328125000000001,7524.0625
240773,-4.291875,-7.51078125,1.5328125000000001,7524.09375
240774,-4.13859375,-7.81734375,1.37953125,7524.125
240775,-3.3721875000000003,-8.123906250000001,1.5328125000000001,7524.15625
240776,-3.2189062500000003,-8.2771875,1.839375,7524.1875
240777,-3.3721875000000003,-7.81734375,2.1459375,7524.21875
240778,-3.9853125,-8.2771875,2.1459375,7524.25
240779,-4.13859375,-9.5034375,1.99265625,7524.28125
240780,-3.83203125,-10.88296875,2.1459375,7524.3125
240781,-3.67875,-11.03625,2.1459375,7524.34375
240782,-3.2189062500000003,-11.3428125,1.99265625,7524.375
240783,-3.67875,-11.649375000000001,1.6860937500000002,7524.40625
240784,-4.291875,-10.7296875,1.5328125000000001,7524.4375
240785,-4.75171875,-6.591093750000001,1.07296875,7524.46875
240786,-4.291875,-5.8246875000000005,0.7664062500000001,7524.5
240787,-4.13859375,-9.81,0.613125,7524.53125
240788,-3.83203125,-13.33546875,1.07296875,7524.5625
240789,-3.2189062500000003,-12.569062500000001,1.37953125,7524.59375
240790,-2.29921875,-10.1165625,1.07296875,7524.625
240791,-1.839375,-9.043593750000001,0.9196875,7524.65625
240792,-2.29921875,-8.123906250000001,0.45984375,7524.6875
240793,-2.9123437500000002,-8.2771875,0.15328125,7524.71875
240794,-3.2189062500000003,-8.2771875,0.0,7524.75
240795,-3.5254687500000004,-7.6640625,0.15328125,7524.78125
240796,-3.5254687500000004,-7.6640625,0.15328125,7524.8125
240797,-3.3721875000000003,-8.2771875,0.3065625,7524.84375
240798,-3.3721875000000003,-9.81,0.45984375,7524.875
240799,-2.9123437500000002,-9.81,0.3065625,7524.90625
240800,-3.67875,-9.96328125,0.9196875,7524.9375
240801,-4.5984375,-11.3428125,1.22625,7524.96875
240802,-4.5984375,-13.33546875,1.6860937500000002,7525.0
240803,-2.7590625,-12.569062500000001,1.839375,7525.03125
240804,-2.29921875,-9.81,2.4525,7525.0625
240805,-2.1459375,-5.36484375,2.1459375,7525.09375
240806,-2.4525,-6.284531250000001,1.839375,7525.125
240807,-3.2189062500000003,-10.7296875,0.613125,7525.15625
240808,-2.9123437500000002,-11.80265625,0.613125,7525.1875
240809,-3.3721875000000003,-9.350156250000001,1.07296875,7525.21875
240810,-3.9853125,-6.897656250000001,1.22625,7525.25
240811,-3.67875,-6.744375000000001,1.22625,7525.28125
240812,-3.9853125,-7.6640625,0.613125,7525.3125
240813,-3.0656250000000003,-7.970625,0.7664062500000001,7525.34375
240814,-2.9123437500000002,-8.123906250000001,1.22625,7525.375
240815,-3.2189062500000003,-8.123906250000001,1.5328125000000001,7525.40625
240816,-3.3721875000000003,-8.123906250000001,1.5328125000000001,7525.4375
240817,-3.5254687500000004,-9.043593750000001,1.6860937500000002,7525.46875
240818,-3.5254687500000004,-10.423125,1.99265625,7525.5
240819,-3.2189062500000003,-10.88296875,1.99265625,7525.53125
240820,-2.60578125,-11.3428125,1.6860937500000002,7525.5625
240821,-3.2189062500000003,-12.41578125,1.5328125000000001,7525.59375
240822,-3.67875,-12.10921875,1.22625,7525.625
240823,-4.291875,-7.970625,0.7664062500000001,7525.65625
240824,-4.5984375,-6.897656250000001,0.45984375,7525.6875
240825,-3.67875,-7.204218750000001,0.3065625,7525.71875
240826,-3.67875,-9.043593750000001,0.0,7525.75
240827,-3.67875,-12.41578125,0.15328125,7525.78125
240828,-2.9123437500000002,-12.262500000000001,0.0,7525.8125
240829,-2.9123437500000002,-11.18953125,-0.15328125,7525.84375
240830,-3.0656250000000003,-8.430468750000001,-0.15328125,7525.875
240831,-3.2189062500000003,-7.81734375,-0.15328125,7525.90625
240832,-3.3721875000000003,-7.970625,-0.45984375,7525.9375
240833,-3.3721875000000003,-8.737031250000001,-0.45984375,7525.96875
240834,-3.5254687500000004,-8.8903125,-0.3065625,7526.0
240835,-3.3721875000000003,-9.043593750000001,-0.15328125,7526.03125
240836,-2.9123437500000002,-9.196875,-0.15328125,7526.0625
240837,-2.9123437500000002,-9.350156250000001,0.0,7526.09375
240838,-3.5254687500000004,-10.26984375,0.0,7526.125
240839,-3.5254687500000004,-10.26984375,0.15328125,7526.15625
240840,-3.3721875000000003,-10.423125,0.613125,7526.1875
240841,-3.5254687500000004,-11.649375000000001,0.7664062500000001,7526.21875
240842,-3.2189062500000003,-13.64203125,0.7664062500000001,7526.25
240843,-2.9123437500000002,-11.49609375,1.22625,7526.28125
240844,-2.9123437500000002,-8.737031250000001,1.5328125000000001,7526.3125
240845,-3.3721875000000003,-5.2115625,1.5328125000000001,7526.34375
240846,-3.3721875000000003,-5.9779687500000005,1.22625,7526.375
240847,-2.60578125,-9.196875,0.613125,7526.40625
240848,-1.839375,-11.955937500000001,0.613125,7526.4375
240849,-1.99265625,-10.7296875,0.9196875,7526.46875
240850,-3.5254687500000004,-7.3575,1.22625,7526.5
240851,-3.9853125,-6.744375000000001,1.22625,7526.53125
240852,-4.291875,-8.123906250000001,0.7664062500000001,7526.5625
240853,-2.9123437500000002,-8.58375,1.5328125000000001,7526.59375
240854,-2.4525,-8.430468750000001,2.1459375,7526.625
240855,-2.7590625,-8.58375,1.6860937500000002,7526.65625
240856,-3.0656250000000003,-8.8903125,1.6860937500000002,7526.6875
