,x,y,z,t
144290,-2.60578125,-9.5034375,1.6860937500000002,4509.0
144291,-2.4525,-9.5034375,1.6860937500000002,4509.03125
144292,-2.1459375,-9.656718750000001,1.99265625,4509.0625
144293,-2.29921875,-9.81,1.99265625,4509.09375
144294,-2.29921875,-9.81,1.839375,4509.125
144295,-2.4525,-9.656718750000001,1.6860937500000002,4509.15625
144296,-2.4525,-9.656718750000001,1.6860937500000002,4509.1875
144297,-2.29921875,-9.656718750000001,1.6860937500000002,4509.21875
144298,-2.29921875,-9.5034375,1.5328125000000001,4509.25
144299,-2.29921875,-9.5034375,1.5328125000000001,4509.28125
144300,-2.29921875,-9.5034375,1.5328125000000001,4509.3125
144301,-2.29921875,-9.656718750000001,1.37953125,4509.34375
144302,-2.29921875,-9.656718750000001,1.5328125000000001,4509.375
144303,-2.29921875,-9.656718750000001,1.37953125,4509.40625
144304,-2.29921875,-9.5034375,1.37953125,4509.4375
144305,-2.4525,-9.5034375,1.37953125,4509.46875
144306,-2.60578125,-9.5034375,1.5328125000000001,4509.5
144307,-2.60578125,-9.5034375,1.5328125000000001,4509.53125
144308,-2.60578125,-9.656718750000001,1.6860937500000002,4509.5625
144309,-2.60578125,-9.5034375,1.6860937500000002,4509.59375
144310,-2.60578125,-9.656718750000001,1.6860937500000002,4509.625
144311,-2.60578125,-9.656718750000001,1.6860937500000002,4509.65625
144312,-2.60578125,-9.656718750000001,1.6860937500000002,4509.6875
144313,-2.60578125,-9.656718750000001,1.6860937500000002,4509.71875
144314,-2.4525,-9.5034375,1.6860937500000002,4509.75
144315,-2.4525,-9.656718750000001,1.5328125000000001,4509.78125
144316,-2.4525,-9.5034375,1.37953125,4509.8125
144317,-2.4525,-9.656718750000001,1.37953125,4509.84375
144318,-2.4525,-9.656718750000001,1.22625,4509.875
144319,-2.29921875,-9.656718750000001,1.22625,4509.90625
144320,-2.29921875,-9.5034375,1.22625,4509.9375
144321,-2.29921875,-9.656718750000001,1.22625,4509.96875
144322,-2.29921875,-9.656718750000001,1.07296875,4510.0
144323,-2.29921875,-9.656718750000001,1.07296875,4510.03125
144324,-2.29921875,-9.5034375,1.07296875,4510.0625
144325,-2.29921875,-9.656718750000001,1.22625,4510.09375
144326,-2.29921875,-9.656718750000001,1.22625,4510.125
144327,-2.29921875,-9.656718750000001,1.22625,4510.15625
144328,-2.29921875,-9.81,1.22625,4510.1875
144329,-2.29921875,-9.656718750000001,1.37953125,4510.21875
144330,-2.29921875,-9.656718750000001,1.37953125,4510.25
144331,-2.29921875,-9.656718750000001,1.37953125,4510.28125
144332,-2.29921875,-9.656718750000001,1.37953125,4510.3125
144333,-2.4525,-9.656718750000001,1.22625,4510.34375
144334,-2.4525,-9.5034375,1.07296875,4510.375
144335,-2.4525,-9.5034375,1.22625,4510.40625
144336,-2.4525,-9.656718750000001,1.22625,4510.4375
144337,-2.4525,-9.5034375,1.07296875,4510.46875
144338,-2.60578125,-9.5034375,1.07296875,4510.5
144339,-2.60578125,-9.656718750000001,1.07296875,4510.53125
144340,-2.60578125,-9.656718750000001,1.07296875,4510.5625
144341,-2.60578125,-9.656718750000001,1.07296875,4510.59375
144342,-2.60578125,-9.5034375,1.07296875,4510.625
144343,-2.60578125,-9.656718750000001,1.07296875,4510.65625
144344,-2.7590625,-9.656718750000001,1.07296875,4510.6875
144345,-2.60578125,-9.656718750000001,1.07296875,4510.71875
144346,-2.60578125,-9.656718750000001,1.07296875,4510.75
144347,-2.60578125,-9.656718750000001,1.07296875,4510.78125
144348,-2.60578125,-9.656718750000001,1.07296875,4510.8125
144349,-2.7590625,-9.656718750000001,1.07296875,4510.84375
144350,-2.60578125,-9.656718750000001,1.07296875,4510.875
144351,-2.4525,-9.656718750000001,1.07296875,4510.90625
144352,-2.4525,-9.656718750000001,1.07296875,4510.9375
144353,-2.4525,-9.5034375,1.07296875,4510.96875
144354,-2.60578125,-9.5034375,0.9196875,4511.0
144355,-2.7590625,-9.5034375,0.9196875,4511.03125
144356,-2.7590625,-9.656718750000001,0.9196875,4511.0625
144357,-2.7590625,-9.5034375,1.07296875,4511.09375
144358,-2.9123437500000002,-9.5034375,0.9196875,4511.125
144359,-2.9123437500000002,-9.5034375,1.07296875,4511.15625
144360,-2.9123437500000002,-9.656718750000001,1.07296875,4511.1875
144361,-2.9123437500000002,-9.81,1.07296875,4511.21875
144362,-2.9123437500000002,-10.1165625,0.7664062500000001,4511.25
144363,-3.0656250000000003,-10.1165625,0.7664062500000001,4511.28125
144364,-3.2189062500000003,-10.1165625,0.7664062500000001,4511.3125
144365,-2.9123437500000002,-9.5034375,1.22625,4511.34375
144366,-2.9123437500000002,-9.350156250000001,1.22625,4511.375
144367,-3.0656250000000003,-9.196875,1.37953125,4511.40625
144368,-3.0656250000000003,-9.656718750000001,1.5328125000000001,4511.4375
144369,-3.2189062500000003,-9.81,1.37953125,4511.46875
144370,-2.9123437500000002,-9.96328125,1.37953125,4511.5
144371,-3.0656250000000003,-10.1165625,1.07296875,4511.53125
144372,-2.9123437500000002,-10.1165625,0.9196875,4511.5625
144373,-2.7590625,-9.96328125,0.613125,4511.59375
144374,-2.7590625,-9.96328125,0.45984375,4511.625
144375,-2.60578125,-9.5034375,0.15328125,4511.65625
144376,-2.60578125,-9.5034375,0.15328125,4511.6875
144377,-2.60578125,-9.196875,0.15328125,4511.71875
144378,-2.29921875,-8.8903125,0.3065625,4511.75
144379,-2.4525,-9.043593750000001,0.613125,4511.78125
144380,-2.4525,-8.8903125,0.9196875,4511.8125
144381,-2.29921875,-8.8903125,1.22625,4511.84375
144382,-2.4525,-9.350156250000001,1.37953125,4511.875
144383,-2.4525,-9.96328125,1.37953125,4511.90625
144384,-2.4525,-10.26984375,1.37953125,4511.9375
144385,-2.7590625,-10.423125,1.07296875,4511.96875
144386,-2.7590625,-10.423125,0.9196875,4512.0
144387,-2.9123437500000002,-9.81,0.7664062500000001,4512.03125
144388,-2.9123437500000002,-9.5034375,0.613125,4512.0625
144389,-3.0656250000000003,-9.196875,0.613125,4512.09375
144390,-3.0656250000000003,-9.043593750000001,0.613125,4512.125
144391,-3.0656250000000003,-9.196875,0.45984375,4512.15625
144392,-3.3721875000000003,-9.5034375,0.45984375,4512.1875
144393,-3.3721875000000003,-9.656718750000001,0.45984375,4512.21875
144394,-3.3721875000000003,-9.656718750000001,0.7664062500000001,4512.25
144395,-3.3721875000000003,-9.656718750000001,0.7664062500000001,4512.28125
144396,-3.3721875000000003,-9.350156250000001,0.9196875,4512.3125
144397,-3.5254687500000004,-9.043593750000001,1.07296875,4512.34375
144398,-3.5254687500000004,-9.043593750000001,1.37953125,4512.375
144399,-3.0656250000000003,-9.350156250000001,1.99265625,4512.40625
144400,-2.1459375,-10.423125,2.9123437500000002,4512.4375
144401,-1.839375,-10.7296875,3.0656250000000003,4512.46875
144402,-2.1459375,-10.57640625,2.4525,4512.5
144403,-2.1459375,-10.423125,2.1459375,4512.53125
144404,-1.6860937500000002,-10.1165625,1.839375,4512.5625
144405,-2.4525,-10.1165625,1.37953125,4512.59375
144406,-2.29921875,-9.656718750000001,1.22625,4512.625
144407,-2.1459375,-9.81,0.9196875,4512.65625
144408,-2.4525,-9.81,0.7664062500000001,4512.6875
144409,-2.4525,-9.656718750000001,0.613125,4512.71875
144410,-2.1459375,-9.5034375,0.7664062500000001,4512.75
144411,-2.1459375,-9.656718750000001,0.9196875,4512.78125
144412,-2.4525,-10.1165625,0.7664062500000001,4512.8125
144413,-2.60578125,-10.1165625,0.9196875,4512.84375
144414,-3.67875,-9.96328125,0.7664062500000001,4512.875
144415,-3.0656250000000003,-9.81,1.6860937500000002,4512.90625
144416,-2.60578125,-9.81,2.29921875,4512.9375
144417,-3.9853125,-9.5034375,1.6860937500000002,4512.96875
144418,-5.05828125,-9.196875,1.07296875,4513.0
144419,-4.5984375,-8.2771875,1.37953125,4513.03125
144420,-5.2115625,-7.970625,1.6860937500000002,4513.0625
144421,-5.518125,-7.6640625,1.5328125000000001,4513.09375
144422,-5.518125,-7.204218750000001,1.6860937500000002,4513.125
144423,-5.8246875000000005,-7.204218750000001,1.839375,4513.15625
144424,-6.437812500000001,-7.3575,1.37953125,4513.1875
144425,-6.1312500000000005,-7.3575,1.5328125000000001,4513.21875
144426,-6.437812500000001,-7.81734375,1.37953125,4513.25
144427,-6.744375000000001,-8.123906250000001,1.99265625,4513.28125
144428,-5.2115625,-8.123906250000001,2.4525,4513.3125
144429,-4.5984375,-8.8903125,1.6860937500000002,4513.34375
144430,-5.36484375,-9.81,1.99265625,4513.375
144431,-4.5984375,-9.81,1.5328125000000001,4513.40625
144432,-4.13859375,-10.26984375,0.613125,4513.4375
144433,-3.5254687500000004,-10.57640625,0.9196875,4513.46875
144434,-1.99265625,-10.423125,1.5328125000000001,4513.5
144435,-1.22625,-9.350156250000001,2.60578125,4513.53125
144436,-2.60578125,-9.350156250000001,2.7590625,4513.5625
144437,-3.67875,-8.2771875,2.9123437500000002,4513.59375
144438,-4.13859375,-7.6640625,2.9123437500000002,4513.625
144439,-4.291875,-6.744375000000001,3.0656250000000003,4513.65625
144440,-3.5254687500000004,-5.36484375,3.83203125,4513.6875
144441,-1.5328125000000001,-4.5984375,4.291875,4513.71875
144442,-3.2189062500000003,-4.75171875,3.3721875000000003,4513.75
144443,-0.9196875,-6.591093750000001,4.75171875,4513.78125
144444,-3.9853125,-7.050937500000001,4.44515625,4513.8125
144445,-4.905,-8.737031250000001,4.291875,4513.84375
144446,-3.83203125,-10.1165625,3.5254687500000004,4513.875
144447,-3.5254687500000004,-10.423125,1.99265625,4513.90625
144448,-4.75171875,-10.1165625,2.60578125,4513.9375
144449,-6.897656250000001,-8.123906250000001,4.13859375,4513.96875
144450,-5.05828125,-7.204218750000001,3.3721875000000003,4514.0
144451,-4.75171875,-7.204218750000001,3.2189062500000003,4514.03125
144452,-5.36484375,-7.3575,3.2189062500000003,4514.0625
144453,-5.36484375,-7.3575,3.2189062500000003,4514.09375
144454,-5.36484375,-7.6640625,3.3721875000000003,4514.125
144455,-5.518125,-7.6640625,3.3721875000000003,4514.15625
144456,-5.67140625,-7.6640625,3.2189062500000003,4514.1875
144457,-5.67140625,-7.6640625,3.2189062500000003,4514.21875
144458,-5.67140625,-7.81734375,3.2189062500000003,4514.25
144459,-5.67140625,-7.970625,3.3721875000000003,4514.28125
144460,-5.518125,-7.81734375,3.3721875000000003,4514.3125
144461,-5.518125,-7.6640625,3.2189062500000003,4514.34375
144462,-5.518125,-7.6640625,3.0656250000000003,4514.375
144463,-5.67140625,-7.6640625,3.0656250000000003,4514.40625
144464,-5.8246875000000005,-7.6640625,2.7590625,4514.4375
144465,-5.8246875000000005,-7.51078125,2.7590625,4514.46875
144466,-5.8246875000000005,-7.6640625,2.9123437500000002,4514.5
144467,-5.8246875000000005,-7.6640625,2.9123437500000002,4514.53125
